,title,text,stars,label,language
19,gAAAAABnUH4NA52FZSuGct6LtR2ZQjsYMV7IxZDOL2k2bONMJtyfdVZssub3mNEyHy9NA-aQlSsFaO4iW1rUgNSIF4ysLxc5Sg==,"Pizza et chawarmas toujours aussi bons et le prix sont très correct , dommage que c'est difficile de trouver une place pour rester manger car c'est petit espace",4,1,French
20,gAAAAABnUH4NLVFRqCB_hU68nNYtrkOw7iBm_De-hKt74f6gcBUIFflDPkEYKVyiU49JJ2alYvnDi3ZPBXmL8yS_p1sXwN-PiQ==,"اسوء مكان تقدر تاكل فيه
 تسممت بسبب طاكوس شوارما شريتو من عندهم",1,0,
21,gAAAAABnUH4NWqOmagNJ5ACEEwdee6hJDfZs0M3eYYT0cJcof_8SQuPEErwOuT9PZqepFQ3gKbaKKrsr_5ZiQrvCNwsQfWmtSg==,شريت شاورما مكانتش بنينة بزاف ،عطاوني معاها ثومية ذقت منها شويا لقيت قشور تاع الثوم!!! حاطين الثوم بيه بقشورو مخسروش مامبا يقشروه c'est grave,1,0,
22,gAAAAABnUH4NX6jTSSmAS338_C5miGjQ5PZTK_0wiO_nPdZ06yMPcoDnKaYerI2r4WQksweB5DKHbyz96UXHgdAdKGXuzVGTdQ==,أسوأ ساندويتش كليتو في حياتي، شوارما مسوسة مفيها حتى بنة و معمرة بالجلودة و ساندويتش نااااشف مفيه فرماج مفيه صوص و زيد ملفوق 300دج لا أنصح أبدا.,1,0,
23,gAAAAABnUH4NO9oPNZUshOI_JJntcyONa5LToBkvzlZLv23I2eZMwnRNZzcJOVmeFpLOID35UjuR9eulokT-WjL5uII6hV_uSQ==,Propre et délicieux,4,1,French
24,gAAAAABnUH4NizrwrWHm38T9zlDF3C9hv2t5l4Ho9nGZfQGVjaInTsW-gexKeO94LWf9ERTkviblUst7ylB5DzmKkwbw0QrFdw==,Le service livraison est vraiment catastrophique. J’ai commandé une pizza depuis 2 hrs et elle n’est même pas prête.,1,0,
25,gAAAAABnUH4NvnXvBxRiYjCGSoXQSskxLxkx5QGIUOub6twk1gBoOYz8pty1exfncSheYEWYtOqbyjIZ7E4wt7eyg-KsEQ3JoQ==,Seriously i dont like the one meal plate he bring it cold . Tacos mixte not bad but there is some much oil in side and also pizza there is no cheese in border of pizza i don’t advice for one meal plate i hope they will improve next time,2,0,
26,gAAAAABnUH4N0SmwPVEkNYHly0YIB72YVQb4s5QuR5O6D74ntnMlGlY039yFIten6nrLWjCbW9_nOTlTG_uLpe5G5C-KaD1oLQ==,so cool so delicious every thing is good but in summer so crowded,5,1,
27,gAAAAABnUH4NZF5GbZ4LxbrJPSgsubXcRMKdB2yDxOwgEFvbqS8xC9-b2nv7lNpt7cilLm4BytfUMlmVysEXVV3_a8HcyY2RVA==,"On a commandé une pizza aux champignons et une pizza au poulet. Celle aux champignons je l'ai trouvé plutôt peu garni, un peu salé et le champignon qui manque de goût mais en somme pas si mauvaise. Quant à la pizza au poulet elle était pas mal aussi mais bon on a goûté mieux.",4,1,French
28,gAAAAABnUH4NM3_Lg_EgsuxjYrVDWkRNsJgUrKr_Dwme96TU8BOmPvOBGH6gAhozYXSfhtUiDeJgE6F3wo5Hu8KC6txFfHoZcw==,"Service nul, serveurs désagréables et peu respectueux envers les clients. Ambiance froide, service rapide mais des plats servi presque froid.
 2/10 dans l ensemble.
 Je ne recommande pas ce petit fast food, ya bcp mieux a Boumerdes",1,0,
29,gAAAAABnUH4NO_qPDQ4rxBcnDMMX8PfVKJyJJAOvv1gmHmDPEAiJEcyigejHgABewxY1cf_sa2Q_xsN9TfKi4lIlTk1W_LWfCQ==,"Service de mauvaise qualité, accueil désagréable et les serveurs très méchants c'est très grave !!!! Ils ne respectent pas les clients, surtout les serveurs qui travaillent au rez-de-chaussée. C'est malheureux car les repas sont délicieux machallah mais le service est vraiment une déception 0000 respect wlh malgré nous avons commandé nombreux repas et nous étions nombreuses !!",1,0,
30,gAAAAABnUH4NmtNd6C3-AXWFOwxAmYSzf9TkcgyPAZcKglpJoLkP6heS9VsyDbieYJDKhG-XqBE8TfrKY65n8Fxi2HDa4-tvsQ==,Delicious,5,1,
31,gAAAAABnUH4Np55nkwnM4fUJiFPX7XszcdMK6x8sAsYljVBcu4tuJOOyQl7aR7babGyZhpD-wcJEbChGlBCEg4EhwIQIgUCDCA==,"Delicious food, good treatment, and quick delivery of the order",4,1,English
32,gAAAAABnUH4N0-hXWOYGOm1VVq89-PCtEcwFJ6CwKYyv1oKCzEBWObhTUNzZLn4cBHZ41lGwKfwkVQXORDQUK5d1xFbHVIPOkw==,"بيتزا تاعه بنينة بزاف
 طبق one meal كان من اروع الاطباق مع الاسف ضك نحاوه
 غراتان بطاطا جربته ما عجبنيش البطاطا قديمة تاع نهار من قبل",5,1,
33,gAAAAABnUH4NxYjPsyWjdGXCEBIjXdmKbJkNduGakOb1X03EfZG28orxE3NF4NpTejBDD8qGX0pAIymloOkmedU3W3x-0Kj41w==,❤️❤️,5,1,
34,gAAAAABnUH4NEWv2nUjVcFi_wzazdMkyWDIDxMaCM1JGjabPFgdk8zi7Js7gPztqE_5eemciLc64LqvIdjo_XY2oOsgXiz_MTw==,"Personnelle accueillant 
 Service rapide
 C'était parfait je recommande fortement",5,1,
35,gAAAAABnUH4NWQ8sb9yu7gKtf9nfFX-6PCpRgKlfPIGDl1FWMRyjk1YD1cdbifwLF_FohIaJylIbvZ3Y85K0WQ1al4y_dDQ_7g==,الجمر والبنة,5,1,
36,gAAAAABnUH4NIALJWhChiw82trvN3KtzWXJepaTeUO1H34-2L-eNodu2wr35nY8eL8JyRjuAycKwR3EfwAX326d9hRxV3da0ZQ==,restaurant propre j'aime beaucoup son plat chawarmat,5,1,
37,gAAAAABnUH4N2VNbCwe8_-9gjdVZIqI7ASuDsLPRli1wYym0G9-LsaHUhZtHFhrE8SFcobWS4IRxYQ-MZblMvVMa2cRF_tF8Ig==,J'aime bien les pizzas et les tacos ❤️,4,1,French
38,gAAAAABnUH4NCPFxh3vskDEusZUI5QBBnX_rQt6IigBCx2ucTLsYigtcKFJVWAJwNwaJPL5rYuYJ5F95QPoN33FxP9EsZGb7yA==,"Nous avons attendu plus de 30minute pour deux tacos.
 Les serveurs entrain de courir dans tous les sens , un bruit énorme.",2,0,
39,gAAAAABnUH4N05TWBlfl8NXkSjsDT_hv705JssMVAKGuERAeMCKUFBO9zLf7EbUtDBQrqumEO6M8Y0D-ngleK-2p1Q6GlHRSpg==,أطباق و اكلات لذيذة.واسعار مقبولة.,5,1,
40,gAAAAABnUH4NhYcqHiUDX776SQx4wmaPgWl4_DXJFVxtHUFahh6CZUYP3ToCgxeXkx94qZN1DEz_cxBnI9jZwXPJqirNjHi4UA==,10/10,5,1,
41,gAAAAABnUH4Ngifxv8pRTKpjNrbNF8ZQDQq5QVKe6LjOLge7Zel-tjNyLsorh5rJQ5bU24C9oP-Wz3iIVuYC-daRLVGSJ_dUzQ==,"فالأول كنت نروح غير علاجال بيتزا ديالهم لكن رحت مرتين و البيتزا يقدموها محروقة من تحت المرة الأولى سكتت و المرة الثانية قلتلو عاودهالي حتى و كي عاودها جات محروقة كليتها و سكتت و حلفت مانعاودش ناكل ثم
 و حتى الأطباق تاعهم شوية برك كانت بيتزا تصلح لكن للأسف
 بالنسبة للسعر عادي في متناول الجميع",5,1,
42,gAAAAABnUH4NeTM_aecpV1d7l3dSDVHN93sZ3pw4kFhzIi-xKnZm55avGfr-MrVOXnWjzh9MaGkeBmdHIBrXfiR8vdMx6KSVrA==,"mauvais service , pas satisfait du tout",1,0,
43,gAAAAABnUH4NhmiOh5LvQbKJJ3F3tIFwR7HuWemKsr03xuJEXder10cTzf2YsEzSg4AwCw0-I4UrWKgR95nthZe7EVl6BO1O0w==,"Bon restaurant pour manger rapidement. La viande à la broche est très bonne. L’assiette est copieuse, le plat de chawarma est très copieux et est composé de crudité, un peu de frite et de riz. Par contre le seule hic c’est qu’il ne mette pas beaucoup de viande. Ma fille a prit une pizza marguarita, elle était excellente. Très bon dans l’ensemble et les prix sont abordables. Par contre pas beaucoup de place dans le restaurant et la salle du haut manque d’aération.",4,1,French
44,gAAAAABnUH4NpM_zWu8kpNPszk4VSyd5rK3NkeqHihrneC-ZbMIpOHLDy_LT1PKfq21HftOnt9AEvA0uTVQ7lLYLbCnabR9aPw==,"Le meilleur fast-food à boumerdes.
 bonne qualité de nourriture avec quantité généreuse service rapide et pour un bon prix ! On a essayé leurs sandwiches, pizza et même les plats c'était trop bon. Je recommande vivement ce fast food",5,1,
45,gAAAAABnUH4NC1g1uhWucdI1hSDgokTwxDRW4VuvVrgnoWy5xmoBeu1Adkigb7_P5faNg-_88K4L2QxFjksD1RD1lA3kx5WF9Q==,Number one ❤,5,1,
46,gAAAAABnUH4N8bByKAn904FhY-ybSuiZCZiUZpjqpPhfLdoPVWhrW4YkxfLaDrAjgG2Ew7dqwPaBVCbZIgb1-OIOC127mijXXA==,Très bonne chawarma au feu de bois,4,1,French
47,gAAAAABnUH4NhyhL2dHn-MnDbQsF3aZvBCNVhdgLW0E7nBcjh93r6ppBwnnQZ920tTBF9rBfSn95daVffxDCjMtliDxOTpkk1g==,Restaurant cuisine magnifique,5,1,
48,gAAAAABnUH4NhK9udXDvZ_N2DaxgyiyG2lMoOMyo_p6CnlKbpgtoAHCT2T3WMQxuZTcBJ97NTfhJ7Cp8wcavzTyBMIyIfO-5MQ==,Chawarma Top,5,1,
49,gAAAAABnUH4NbvK7tdu3tSLPPgwuWjzBw1w3vu4rEb858-HeEVTaSClxGflhL5cBC0dI7ohpDeAQxRUQ5Gv7lMqugtaW8CoMZQ==,"Les meilleurs a Boumerdes, je dirai les seuls qui font de bonnes frites croustillantes et pas cher en plus. Des repas variés pr des p'tits prix. Baraka Allahou fikom",5,1,
50,gAAAAABnUH4N2gl0sZUNQq6Truul3-_FrykjMS7vKeAePPUu15ZsFd_8WYnjzQiLUIqiZFg-tPsrpcoKzGeZTgUJAFM8KkAKiw==,"La nourriture est délicieuse et propre , et le service est rapide vraiment",5,1,
51,gAAAAABnUH4NTT0cUlEM01dQuHf0gv5rUsye0zrzMAJcTXbMtuNLxCuJvlPh5Pb3BWkaLFPM7QOktU2UJrW-Aya-rFlwX6i7-A==,Pas mal,4,1,French
52,gAAAAABnUH4N6frbJ8h06HnU5fDMTqAE_HVxCvYmwBLqT-GmHAqx1RSmQCHHVR3Pv2-LAs1wJ2k3jdhjbCRRffCQMaOZk7-iQg==,"J'ai commandé une pizza simple au poulet au 619 à 13h42 et j'ai été servi à 14h, après une longue attente. Le service, assuré par de jeunes employés, semblait dépassé par la charge. Concernant la propreté, l'établissement, bien que neuf, montre déjà des signes de dégradation. La pizza avait un goût assez neutre, et je ne l'ai pas vraiment savourée. Enfin, les prix me paraissent un peu exagérés pour la qualité proposée.",2,0,
53,gAAAAABnUH4NG6-ZgXMj4XqMtZZyLCfY77H3ZqphWP4S6oDaaSrjbwNVZhcg55LNlaXjBgX8k7navleEtIZl_AC3dkEnzRPkRw==,Y'a pas de choix de boissons gazeuses.... pas de Hammoud,2,0,
54,gAAAAABnUH4Nwm2NPA3CHNSTN44BIvIHuOtXNl41GN4Z91XEr8ZPz9O2_7yXbL67_p0F_uOyk2SZYzxRDtl2UYejMCZxFtm9PQ==,C nuuuuuuullll,1,0,
55,gAAAAABnUH4NDcNC4VyJ8oK3erqcgwBCbI26YAOw_UxqVmfEzZYsiOTCAgRrpS42-IDWwMFflYUB88kN7d1NIQ_YVivznMildA==,Un service trop longt g rien à dire,1,0,
56,gAAAAABnUH4N5nHqJj2n5i7RqJAE8mNF279i8aPbCtSfKNlYIFMaDyBva0etXn7cd_taVe0aV4DGChSU-YvXm1emqIilTG2BRA==,Le meilleur,5,1,
57,gAAAAABnUH4NLm0J6NF9eG09zBb9uzhw4OVCk8URANk602atnIDoTiouCYIazgMxRdZoaXfFEdLIJNAnbn_4RcvmNZL-9_wyHQ==,"Un de mes fast-food favoris
 Y a que les pizza que j'ai pas testé",4,1,French
58,gAAAAABnUH4NpgrbnnTpcaUGCWpKu-AjK7xJmfOldCqfqf_KNJbod1NCNx4B6RUpfc0JsK9t_-6XqRKeBM_Uj53kHBeMMVV_cQ==,"Les prix exagérés, le goût neutre.
 Bonne hygiène
 Service rapidement dépassé
 Sauces en stick pas du tout suffisantes
 Sandwich 619 pas du tout au rendez vous.",2,0,
59,gAAAAABnUH4No0mXyaPkwAwB9qd_CWxSPZ8C5EhstpQwNj5aWm4gy1jHrB6TbGfNqawwI60E59JY3DZ4c9nYQe-xSDwvy92fWQ==,"C'est bien propre et la nourriture est bonne mais le service et très lent
 Bonne continuation j'espère un meilleures rendu",3,1,French
60,gAAAAABnUH4NHUNL2-sctztAyChwt1Qc-51Y4NKWRT6ZKaoPocVastXOtjAPCduxCSWwPzECx8-04B3gAddpmT-d5MtxLNxHdQ==,Pour une pizza j'ai mais 45 minutes. a évité franchement je suis déçu pour la 2 ème fois,1,0,
61,gAAAAABnUH4NOr2bXrs8bh_Bd3v_LNg-hUcS2J2XPVnz3GoHwr9fjLdMFKnf041wpbyibnJE0eVtrsq8n-Qubu2l_guaxCEPEA==,"Le 619 est un fast food familial avec un accueil chaleureux, goût unique , niveau hygiène 10/10, sans oublier leur deco original et unique en son genre.",1,0,
62,gAAAAABnUH4N7yKeiHhqxqW_ianI0zxLQymjOfjd9eM6HmJ0ZsO8Qt29d1x0I9i6n4R2B6qH0gqCm1ygcKOC9hddFioFMvE1Wg==,"Good service, Very tasty pizza, nice tacos highly recommended",5,1,
63,gAAAAABnUH4Nc68wHDoPTZFhR1yGRmmi3cBXf7ZJdIoVj18JP4ws3cyN9QHjEPNvz79vvx5yq4wTwhBWdEPYmja88Mq63t7Bfg==,"Burger délicieux, plat luxueux, ils te donnent le tout sur un plat de bois waw! Juste la salle à manger est petite et je ne vous recommande pas de manger sur place mais plutôt à emporter! Aussi les employés, jeunes, ne sont pas gêné et dérange sans arrête en criant sans cesse. Sinon le reste ça va.",4,1,French
64,gAAAAABnUH4NNtLVPic303YOw7MKWzK1ZuN0TgmbNPC0vKDDy_NQff9zH-aQ4X8CHajf6w_L8Pe8O5K7pEG8c38YMhIAgd8CZQ==,"La viande cheese burger était mal cuite , ce qui a causé à mon cousin une intoxication alimentaire grave. Monsieur le dirigeant du "" le 619"" vous avez fait preuve d'inconscience, c'est vous qui deviez contrôler ce que font ces cuisiniers qui sont incompétents , cela mérite un remboursement, c'est inadmissible ce que vous venez de faire ,
 ( je vous ai mis une étoile , juste parceque je pouvais pas publier ça) et surtout très mauvaise continuation vous êtes sur la bonne",1,0,
65,gAAAAABnUH4NKUHOU-fRQQ-skJjR1qbUHPM8B9cyxutmSPSHYcmZLyhl_0QppSSvL1mLxRomNLeLoEp3jaeImUkgoMzwQZeBBA==,Bon et propre ! Et aussi jolie deco je recommande,5,1,
66,gAAAAABnUH4N5dV2m8IAtRwPAWyFM9qIF0w7Kke5EdSjKlaD8AHEbK9zONqmfUOskjmEtrj32ibq6O6LMel8w_J571NfJNDkmw==,"Très très bonne pizza et tacos et fajitas, je recommande ce restaurant, très bonne adresse à ne pas rater !",5,1,
67,gAAAAABnUH4NQNvWdRbUaZDCK_jb4sx6_7Vd7f2M9ctiJE5vl5eFJZ84prUsCe7HUSI8B6K3W6_TSehINtrN5d_WwZ9plzoYsQ==,"Si je pouvais mettre 0 étoiles je l’aurais fait , je ne recommande pas du tout .
 Des cheveux dans tous les tacos c’est dégoûtant.",1,0,
68,gAAAAABnUH4Nd-A7SPLWROr-FGwOfYxDQZYCqEhf9uNNh0Gx-O1DFb3IUsGOamtR16kvkhLkLP5M4J4sOZtDwnL-Miyg1XaLcw==,"Intoxication garantit !! fuyez, vite, aller plutôt en face, c’est mieux",1,0,
69,gAAAAABnUH4NVoAYj3i3GVRMFK1xITBZGQuVQ_8CrUZEptQj_T1RYOL-JrOZ4bK6XQEYm458Jor2ZAavC9xwjUsBHsfkKjWEIQ==,"L'endroit est très charmant. Accueil chaleureux, personnel très agréable et sympathique. Le service est impeccable. J'ai découvert de très belles spécialités Gros coup de coeur pour le tacos La viande est bien fondante et la sauce riche en saveurs. Très bon rapport qualité prix. Je recommande fortement même les pizza la pâte est très bonne",5,1,
70,gAAAAABnUH4NZFMj-wF0m1YH9sqtWxuFSLC7hS2458fD3GLOv3zLjQLQ0nOgEi7sXtRvholy4FQrIGIltVHm2mJZwoVlPAO31A==,Un tacos très bon pas chére,5,1,
71,gAAAAABnUH4Nu-nvpZYLPwPlTgwciEZhu_wbcPLriSBh6CzGs2g93pxTn4WKIYm_a-0D3kNhKxN6YYckdOt2YGh_TVCtBL6YLQ==,Counselle sur le panozzo,5,1,
72,gAAAAABnUH4NVLsGmj1SUYLM5zpY3NhI_0QDPV8xRi22zDB17W1qALoAINjJubZRUyJozm9uxtRUVh0yFJB6kNHZz5GIm_m3-g==,les tacos immangeables serevice catastrophique,1,0,
73,gAAAAABnUH4Ns7sAPV2dUbnPna_k8Nx0cjvGxy_NQOAeozEUCKxV8hHoiKgORwlb2gpumHLtkV9u09DqCLL3dhGNSLLAc4FjQw==,"Seulement les tacos sont bons et encore, ça devient de plus en plus petit. Bien moins garnis qu'avant également.
 
 Les pizzas sont très banales et les burgers sont juste ok.
 
 Le personnel n'est pas du tout accueillant, le caissier fermé à la discussion, préférant se concentrer sur son téléphone.
 
 L'endroit est petit.
 
 Si vous voulez prendre des tacos, ça vaut le coup d'essayer mais sinon je déconseille fortement.",3,1,French
74,gAAAAABnUH4NrgPCOCAUhHUhOm6pFk0oUfuWPjE9A7dyUWQ5xaMOQrY5iH6rjUTXMgmn24NLSlZZUiWfvpNZhKjeSuj-lsLaBw==,On a commandé une pizza marguerite et elle était cramer le goût n’y était pas Du tout.,1,0,
75,gAAAAABnUH4NXyB5O9SDQFoDlaYFauNP5zMNs4un7V-ArWg8hiex05q69cn4wBQdQebUy08Hy-vjJ6_8WKR6kPA7ocIARTRVeQ==,Si vous voulez avoir une intoxication mangez chez lui plus jamais jremettrais les pieds là-bas,1,0,
76,gAAAAABnUH4N69hO5eIpnZH1S2GNFVJD3F2eV0IJGe3KJ1A1gO95X8qYaIddnP7OQ1B97tn_HtyCB_P-qp6BPgaJAlItHgUyIw==,ماشاء الله,5,1,
77,gAAAAABnUH4N4YNYsK9jZ50qcSZgELcxKCh4-sBGs4XlPtsX8438KpBayjLvG3Dlmo7DZ9hz5E7i_y-kScgfW4FlCiFetEwBxQ==,Terrible quality of food. A complete waste of money!,1,0,
78,gAAAAABnUH4NajetsIKwGyGHphPaN8IsawiO1JZeGF3ib8PVKOrT18Y7AQrsVrdhCzEtUa3zGhwdK58OTALs3aH1y9EWeBc2vg==,"Bonjour tout le monde, svp méfiez-vous de ce snack. J'ai commandé hier des tacos pour mon fils, il a eu une intoxication alimentaire terrible. Il a vomi et eu des diarrhées . Il a dû être hospitalisé pendant une semaine.",1,0,
79,gAAAAABnUH4N7MocoQTFiLuwUxk1STl3Dodm8EuJWi2esb-RsQ-Ol3_qPq3VE6wKtM_gNUGfwc61GqudzACx4UPfWrgW8MEaOQ==,"Le jeudi dernier, pour le diner j'ai commandé 3 pannozos pour moi et mes deux soeurs (via l'application yassir express) tout aller bien on a reçu la commande à temps, je tiens a précisé que c'est le seul repas qu'on s'est partagé, une fois la nuit, on a eu de sévères douleurs abdominales, nausées, vomissements et diarrhées, conclusion on a eu toutes les 3 des intoxications alimentaires.",1,0,
80,gAAAAABnUH4NaDPhtC7x17uIkUaqroHiN4PUX2qkM2vpApgpKeRT52FavQ5rrsqqLoBSuthTWTqhItonus022Hi3jpiTApcS7g==,"Bouffe 3/5
 Service 4/5
 Prix correct",3,1,French
81,gAAAAABnUH4N2EtcbAL92PgY99VJ0wFBXXY4_KsPBGqwJ1ZOcGQheSLVRGaPUtALaB0ggiQ8GZA4GLAymjBnkBBijv34hTiS1w==,Good,1,0,
82,gAAAAABnUH4NDodK3GGr8m30sOpU9C6QSaQuoiYN-ymLeNpTnrxOUDZAJNgjZTSCJbPnEdjmp1cIgYeLqOzx-CezbuCVN09fRQ==,C'est trai bien,5,1,
83,gAAAAABnUH4NXpMUiFeQmR5K5RXrBS_Z8sAL3x5kM_YZizKFdqt1VcmDMcWgTGoHhpkqe50sZ_BSYdqtV0p-g6WvJlmZk52GVQ==,"Infecte, fuyez !!! Sans compter la perte d'argent et de temps.",1,0,
84,gAAAAABnUH4N2nvX52cJYsfWdIFfAF2n6N6EOjYfjnIftGoI81tL7xp54lqByu6bAlIOkkTBDCyM8fFWFS3ZLnP7FdHKRDyRoA==,Horrible a fuir j ai commander et puis un jour après j ai attrapé une intoxication et des courbatures à déconseiller,1,0,
85,gAAAAABnUH4N-fQjOqZw_jr_Knxwy-1rb3raaUkjuUbvRXxNOrLvr7zaoCYLkwdcKroX6t3mdD4MWd4Qx9rILXUQTwZu4EafPQ==,"Un fast-food sympa,
 Service correcte, nourriture bonne, mais il est petit. Pour les prix c'est abordable.",3,1,French
86,gAAAAABnUH4NuqhJvJrnvcRPEWkv6wEwy8-LQ2mPohuLcUNYB3Cip8y1yjaVlHuzXZNN-K82nmLgROW3EjQVt-Sb_PDlCgECKA==,Petit et bryant,3,1,French
87,gAAAAABnUH4NSb2K6Xx8C0kakN8Dzl_sC88ZBo7FJmZ7fBMqGc4HwEytVqOx8sLghaJkaxCuLkubMhxMmDsP_zkU4-jWGeUURQ==,"Une vraie catastrophe,un sandwich vide ,que des miettes de viande et sans fromage, vraiment sec
 Je déconseille fortement",1,0,
